id,Label,total_relevance,pageviews
1821,Annexation of Crimea by the Russian Empire,38,2080
1822,Antony (Khrapovitsky),37,402
1823,Krasnoyarsk,37,14795
1824,Friedrich Engels,36,62381
1825,Ryazan,35,5064
1826,Vladimir Mayakovsky,34,12502
1827,Azerbaijan Democratic Republic,33,12032
1828,Gulag,33,79092
1829,Russian classical music,33,1388
1830,Mir,33,26425
1831,Jewish Autonomous Region,32,992
1832,Kuril Islands,31,23521
1833,Onion dome,30,5980
1834,Wallachia,30,31975
1835,Viktor Tsoi,29,13924
1836,Moscow University,29,18113
1837,Polish Golden Age,29,1554
1838,Ice hockey at the Olympic Games,29,10165
1839,Tashkent,29,34905
1840,Ice hockey in Russia,29,537
1841,Arkady Rotenberg,28,11034
1842,Belavezha Accords,28,4205
1843,Red Terror,28,15632
1844,2016 United States presidential election,28,1271
1845,Kosovo independence precedent,28,1424
1846,Tbilisi,27,55843
1847,Nursultan Nazarbayev,27,31643
1848,Riga,27,47017
1849,Alina Kabaeva,27,13295
1850,Adam Mickiewicz,26,8155
1852,Decolonisation,25,4757
1853,Crown of the Kingdom of Poland,25,5198
1854,"Russo-Turkish War, 1735-1739",25,3208
1855,Alexis of Russia,25,9091
1856,Decolonization,25,37126
1857,Mir (social),25,3430
1858,Yuri Gagarin,24,84197
1859,Assianism,24,809
1860,Volapuk encoding,24,1111
1861,Russian heraldry,24,719
1862,Southern Russia,24,2855
1863,Sphere of influence,24,15728
1864,Vladimir Vysotsky,23,8788
1865,Sergei Naryshkin,23,346
1866,Belarusians,22,9556
1867,Germany,22,519373
1868,Melting pot,22,26149
1869,European Russia,22,28696
1870,Mikhail Bulgakov,21,14976
1871,BiaÅystok,21,12258
1872,NaziâSoviet economic relations (1934â41),21,1532
1873,Steppe eagle,21,3466
1874,Cyrillic script,21,66895
1875,Dmitry Kozak,21,1399
1876,South Russia (1919â1920),21,304
1878,Trabzon,21,14088
1879,Mount Elbrus,20,26032
1880,Immigration to Russia,20,2837
1881,Semyon Budyonny,20,5859
1882,GdaÅsk,20,39530
1883,Mongol invasion of Rus',20,15131
1884,"Gusev, Kaliningrad Oblast",18,929
1885,Mikhail Kalinin,18,10741
1886,Turkey,18,336999
1887,Ethnic groups in Russia,18,11188
1888,Cali Cartel,18,96738
1889,Luzhniki Stadium,18,66018
1890,Anna Akhmatova,18,10910
1891,GermanâSoviet Axis talks,17,4540
1892,Tom?? Masaryk,17,874
1893,Rise of Joseph Stalin,17,16311
1894,Boris Romanovich Rotenberg,17,3309
1895,Opera,17,221155
1896,Meduza,17,2291
1897,Alexander Barkashov,17,1583
1898,Dmitri Shostakovich,17,44439
1899,Cold War,17,334318
1900,Primary Chronicle,16,3668
1901,World Jewish Congress,16,4201
1902,Military of the PolishâLithuanian Commonwealth,16,828
1903,Sergey Korolyov,16,1344
1904,Austrians,16,9270
1905,Tunguses,16,182
1906,Slaves,16,116540
1907,Zionism,15,148881
1908,Zionist,15,8591
1909,Georgian affair,15,1511
1910,Gray wolf,15,168563
1911,Alla Pugacheva,15,15508
1912,Chevrolet,15,73100
1913,Boyar,15,10053
1914,Soviet Union national football team,14,12295
1915,International recognition of Kosovo,14,27353
1916,John III Sobieski,14,15534
1917,Russian Empire Census,14,2729
1918,Bosphorus,14,10662
1919,Antisemitism in the Soviet Union,14,6557
1920,Szczecin,14,20646
1921,Soviet Army,14,12188
1922,Treaty of Andrusovo,14,956
1923,Rostov Oblast,14,6080
1924,Greece,13,252077
1925,Ideology of the Communist Party of the Soviet Union,13,4929
1926,Mohammed bin Zayed,13,58
1927,European Bank for Reconstruction and Development,13,14127
1928,Frankfurt,13,103868
1929,Industrialization in the USSR,13,281
1930,Nestl? boycott,13,10210
1931,Lech KaczyÅski,13,10771
1932,Soviet flag,13,246
1933,Komsomol,13,8750
1934,2014 G20 Brisbane summit,12,1484
1935,Space policy,12,886
1936,Natural gas,12,71615
1937,Mongol Empire,12,112987
1938,Stephen Yavorsky,12,145
1939,Right-wing terrorism,12,9880
1940,Jewish culture,12,10599
1941,Sergei Roldugin,12,1407
1942,Lutherans,11,4807
1943,State serf,11,254
1944,Nuclear Non-Proliferation Treaty,11,82585
1945,Donald Tusk,11,24967
1946,Kasha,11,12611
1947,Julian calendar,11,56128
1948,Maslenitsa,11,4599
1949,Nadezhda Alliluyeva-Stalina,11,16923
1950,Tarpan,11,10418
1951,Sudak,11,1865
1952,Energy security,11,5144
1953,Ethnic Armenians,10,52074
1954,Krymchaks,10,3182
1955,UEFA,10,79125
1956,Georg Leibbrandt,10,1467
1957,Kazakh Soviet Socialist Republic,10,9071
1958,State atheism,10,9607
1959,Southern Victory,10,5720
1960,Decossackisation,10,40
1961,Vinegret,10,2272
1962,Joachim Lelewel,10,567
1963,Hasidic,10,65582
1964,Alexander Osmerkin,10,195
1965,Reply of the Zaporozhian Cossacks,10,13542
1966,Organisation for Economic Co-operation and Development,9,131232
1967,Samuil Nevelshtein,9,93
1968,Kolkhozy,9,9531
1969,Names of Korea,9,7067
1970,Early Cyrillic alphabet,9,6521
1971,Protestant Reformation,9,34539
1972,Kulak,9,22137
1973,Vladimir Horowitz,9,11835
1974,Slavonic-Greek-Latin Academy,9,21
1975,ThorbjÃ¸rn Jagland,9,2538
1976,Involuntary settlements in the Soviet Union,9,2736
1977,Andrei Bubnov,9,1746
1978,Stary Krym,9,954
1979,Ill Bethisad,9,641
1980,Josep Borrell,9,758
1981,Ivan Starov,9,173
1982,Anti-Comintern Pact,9,10125
1983,Ethnic groups of Europe,9,182
1984,Russian avant-garde,9,3803
1985,Chokha,9,4486
1986,Five-year plans for the national economy of the Soviet Union,8,17672
1987,Polish Armed Forces,8,14769
1989,The New York Times,8,143202
1990,Mass graves in the Soviet Union,8,841
1991,EU Battlegroup,8,3838
1992,List of airports in Russia,8,4458
1993,Interlingua,8,6471
1994,Modern Paganism,8,21547
1997,Anarchism,8,70104
1998,Martin Schulz,8,7007
2000,Javier Solana,7,4444
2001,Bucharest,7,67821
2002,Marshal of the Soviet Union,7,10941
2003,Alexei Leonov,7,987
2004,Ivan Khandoshkin,7,518
2005,Yamna culture,7,16700
2006,Volost,7,1809
2007,Academic degree,7,61752
2008,KOI8-U,7,403
2009,Hero of the Soviet Union,7,20533
2010,Confidence vote,7,33160
2011,Nature reserve,7,15092
2012,Alexander Guagnini,7,262
2013,Doctors' Plot,7,11454
2014,Eastern Orthodoxy,7,19477
2015,Comrade X,7,1509
2016,Lublin,7,13057
2017,Raphael Zaborovsky,7,83
2018,Syria,7,190663
2019,Member state of the United Nations,7,365
2020,Atlantic Council,7,8264
2021,UN member states,7,80807
2022,Energy policy of the European Union,7,2972
2023,Breakaway state,7,273
2024,Leading Seaman,6,511
2025,Xinhua,6,2226
2026,Collective punishment,6,6018
2028,Human sex ratio,6,53714
2029,Hypatian Codex,6,738
2030,Nikolai Vavilov,6,5514
2031,Maria Konopnicka,6,1042
2032,Minority language,6,5327
2033,COMECON,6,20833
2034,KrAZ-255,6,2154
2035,Lazar Baranovych,6,95
2036,Humid continental climate,6,26062
2037,Henryk Siemiradzki,6,2131
2038,Sergey Bondarchuk,6,264
2039,Stephen Harper,6,36952
2040,List of cities and towns in Russia by population,6,37651
2041,Emirate of Bukhara,6,6980
2042,Panama Papers,6,71289
2043,Galileo positioning system,6,1142
2044,Corruption,6,51663
2045,Bosnia and Herzegovina,6,158267
2046,Leonid Bershidsky,6,1104
2047,2008 Bucharest summit,6,1130
2048,Chersonesus Cathedral,6,243
2049,National language,6,39766
2050,President of the European Commission,5,13546
2051,Zeev Elkin,5,39
2052,Domestication of the horse,5,10010
2053,Polish State Railways,5,2543
2054,International Monetary Fund,5,161190
2055,Christian denomination,5,34852
2056,PonticâCaspian steppe,5,8890
2057,Definite article,5,2513
2058,List of rivers of Europe,5,13590
2059,European Watershed,5,449
2060,European Network of Transmission System Operators for Electricity,5,2132
2061,Latin America,5,103937
2062,Byzantine architecture,5,11857
2063,Ferenc Gyurcs?ny,5,2002
2064,KPMG,5,94848
2065,Tram,5,27651
2066,Yalta betrayal,5,133
2067,Oligarchy,5,81192
2068,Transylvania,5,65547
2069,Albanian language,5,40481
2070,Child marriage,5,31544
2071,Pinsk Marshes,5,2992
2072,ZamoÅÄ,5,4198
2073,Esox,5,7823
2074,Dissolution of Czechoslovakia,5,17944
2075,1936 Soviet Constitution,5,3517
2076,Mosaic,5,27510
2077,How the Steel Was Tempered,5,2784
2078,Canada,5,614838
2079,Democracy,5,142925
2080,Sergei Khrushchev,5,4904
2081,Center for Public Integrity,5,3017
2082,Tulcea,5,2547
2083,Kosh otaman,5,363
2084,Territorial changes of Poland immediately after World War II,5,3585
2085,Geneva Conventions,4,75392
2086,Switzerland national football team,4,77629
2087,Greek Orthodox Church of Alexandria,4,1776
2088,Ethnic cleansing,4,22883
2089,Dmitry Levitzky,4,675
2091,Vigorish,4,10547
2092,European route E40,4,2246
2093,Gord (archaeology),4,1961
2094,Cereal,4,48917
2095,Coffeehouse,4,19398
2096,Veto,4,16740
2097,Welsh people,4,30244
2098,ChorÄÅ¼y,4,489
2099,Partnership and Cooperation Agreement,4,233
2100,Allies of World War II,4,132258
2101,Soghomon Tehlirian,4,2873
2102,Bobak marmot,4,1077
2103,Crimean Mountains,4,1392
2104,Polish Government in Exile,4,8415
2105,Golda Meir,4,51424
2106,Vorskla River,4,250
2107,Honor? de Balzac,4,29974
2108,Decentralisation,4,1139
2109,Borders of Poland,4,3418
2110,General officer,4,23731
2111,International Atomic Energy Agency,4,34604
2112,Johann Gottfried von Herder,4,10007
2114,Czechoslovakia,4,99737
2115,Yan Frenkel,4,412
2116,Izyaslav I of Kiev,4,74
2117,Alma River (Ukraine),4,223
2118,Petro Kalnyshevsky,4,317
2119,Minority politics,4,134
2120,Democratic movement,4,149
2121,AntonÃ­n DvoÅÃ¡k,4,33939
2122,Italy national football team,4,141426
2123,Paliy Uprising,4,40
2124,22nd meridian east,4,305
2125,Portugal,4,246832
2126,Sergei Gorshkov,4,229
2127,Old Great Bulgaria,4,6127
2128,Scythian language,4,894
2129,Trieste,4,39843
2130,Ä°slÃ¢m III Giray,4,342
2131,Moscow Articles of 1665,4,33
2132,Ballad of a Soldier,4,2036
2133,Gabriela Zapolska,4,463
2134,Slovenia,4,161719
2135,Operation Atalanta,4,4589
2136,Antares (rocket),4,19584
2137,3rd Guards Tank Army,3,281
2138,Google,3,701798
2139,Roman Catholicism in Romania,3,630
2140,Vega rocket,3,468
2141,Vocational school,3,27138
2142,Milliy Firqa,3,133
2143,Roe deer,3,17162
2144,President of the European Council,3,9655
2145,Dregoviches,3,157
2146,Volodar of Peremyshl,3,249
2147,South Slavic languages,3,5705
2148,Reporters Without Borders,3,11188
2149,Catacomb culture,3,1862
2150,Dissolution of Austria-Hungary,3,114
2151,Austria national football team,3,27691
2152,Orange (color),3,1827
2153,Extermination camp,3,38417
2154,Smooth newt,3,5737
2155,Muammar Gaddafi,3,259516
2156,Iraqi Army,3,10913
2157,Aleksey Karyakin,3,561
2158,Old Town (Lviv),3,765
2159,Total fertility rate,3,31437
2160,Krajina,3,2140
2161,Bardejov,3,1853
2162,Ugandan Air Force,3,421
2163,2014 FIBA Basketball World Cup,3,10391
2164,TarnÃ³w,3,3976
2165,Sich-1,3,266
2166,Sylvester Kosiv,3,153
2167,WÅadysÅaw GomuÅka,3,4907
2168,Principality of Turov,3,524
2169,Complete knock down,3,1785
2170,Chernobyl Nuclear Power Plant sarcophagus,3,16741
2171,Slovakia,3,134084
2172,Magdeburg rights,3,2007
2173,Daniel Schultz,3,533
2174,Poppy seed,3,42969
2175,Automatic number-plate recognition,3,9943
2176,Semi-presidential republic,3,27636
2177,Siret (river),3,685
2178,Cohabitation (government),3,2290
2179,Battle of LwÃ³w (1920),3,607
2180,Drevlyans,3,2458
2181,Ulichians,3,561
2182,Norilsk uprising,3,907
2183,Polish Air Force,3,12073
2184,Kyprian Zochovskyj,3,69
2185,Battle of Khotyn (1621),3,2001
2186,Mehmed IV,3,16023
2187,List of designated terrorist groups,3,35800
2188,Michael Rohoza,3,153
2189,Engie,3,15288
2190,Leopold von Sacher-Masoch,3,7590
2191,Pavlo Holovaty,3,117
2192,Dave Levac,2,1091
2193,History of Canada,2,40844
2194,Sebastian Giovinco,2,33881
2195,Pentecost,2,426150
2196,Lustration,2,2521
2197,Hasmonea LwÃ³w,2,138
2198,Satapatha Brahmana,2,520
2199,Stefan Bastyr,2,109
2200,Poles,2,29762
2201,Theodore the Studite,2,1154
2202,Konstanty Wasyl Ostrogski,2,341
2203,Dacia,2,21351
2204,Syro-Malabar Church,2,511
2205,Charles I of Hungary,2,3793
2206,Roman Catholic Archdiocese of Lviv,2,337
2207,Carpi (people),2,1432
2208,Governor of Luhansk Oblast,2,139
2209,Birmingham,2,116286
2210,Kipchak people,2,7949
2211,Protected areas of Poland,2,451
2212,Agnieszka Holland,2,4612
2213,Kontusz,2,1660
2214,Banat,2,8508
2215,Royal Cornwall Gazette,2,47
2216,Svidn?k,2,508
2217,Office of eDiplomacy,2,273
2218,P?voa de Varzim,2,3753
2219,Mental hygiene,2,336
2220,Germanic peoples,2,77226
2221,Munich Agreement,2,52941
2222,Stanislaw Ulam,2,8803
2223,Acting Hetman,2,24
2224,Cyril Terlecki,2,54
2225,Kingdom of Fez,2,786
2226,Brahmana,2,5743
2227,Romance language,2,68687
2228,Cisleithania,2,6567
2229,Leonid Chernovetskyi Bloc,2,64
2230,George I of Halych,2,51
2231,Asparuh of Bulgaria,2,1450
2232,Administrative divisions of Luhansk Oblast,2,186
2233,Chapel of the Boim family,2,101
2234,Johann Georg Pinsel,2,317
2235,Bulgarian dialects,2,869
2237,Ministry of Healthcare (Ukraine),2,899
2238,Ukrainian universities,2,56
2239,Yuzivska gas field,2,115
2240,Roald Hoffmann,2,3744
2241,President of the European Parliament,2,6386
2242,"Bernardine Church, Lviv",2,391
2243,Lviv Town Hall,2,438
2244,Constituencies,2,587
2245,Streit Group Spartan APC,2,1175
2246,Bay of Pomerania,2,447
2247,Targi Wschodnie,2,193
2248,Regensburg,2,21094
2249,Nikifor,2,696
2250,Shahdara,2,3264
2251,Rybalskyi Peninsula,2,214
2252,Metalurh Stadium (Donetsk),2,382
2254,Measures having equivalent effect,2,24180
2255,Tisza,2,3794
2256,Wojciech Kilar,2,2931
2258,Gorals,2,4616
2260,Union of Lublin Mound,2,214
2261,Gregory Stanton,2,1805
2262,Compassion,2,16958
2263,Battle on the Irpen' River,2,216
2264,Dionysius Balaban,2,80
2265,Olga Tokarczuk,2,42276
2266,James Baker,2,21276
2267,Dulebes,2,482
2268,Constitution,2,62894
2269,Doping in Russia,329,14821
2270,Crimean War,313,105276
2271,Borussia MÃ¶nchengladbach,203,38066
2272,Circassian genocide,168,15116
2273,First Chechen War,167,25495
2274,Iran-Russia relations,166,8838
2275,Abkhazia,166,62259
2276,Nicholas II of Russia,165,183019
2277,IndiaâRussia relations,144,14721
2278,India?Russia relations,144,14721
2279,PolishâMuscovite War (1605â1618),137,675
2280,Imperial Russian Army,126,8732
2281,First Russian circumnavigation,118,681
2282,War in Abkhazia (1992â1993),117,4012
2283,Mikhail Khodorkovsky,100,16407
2284,Revolution of 1905,97,6874
2285,Yekaterinburg,96,45986
2286,Alexander Litvinenko,95,18162
2287,LGBT rights in the Soviet Union,95,60
2288,KoÅciuszko Uprising,93,3860
2289,Kosciuszko Uprising,93,45
2290,Battle of Grozny (1994?95),93,6782
2291,Kaliningrad Oblast,92,30122
2292,Kalmyk people,91,12542
2293,German Empire,88,125124
2294,Islam in Russia,87,16334
2295,Nikolai Leskov,87,2763
2296,United Russia,83,26281
2297,Dvoryanstvo,80,9354
2298,Sergei Witte,77,7032
2299,Pyotr Ilyich Tchaikovsky,77,76585
2300,Austria-Hungary,75,126558
2301,1993 Russian constitutional crisis,74,11549
2302,Tajikistan,73,81888
2303,First Partition of Poland,73,5178
2304,Elizabeth of Russia,73,29246
2305,"Fort Ross, California",70,9194
2308,Fyodor Dostoyevsky,68,18101
2309,November Uprising,67,7328
2310,Antisemitism in the Russian Empire,65,2046
2311,Aleksey Konstantinovich Tolstoy,65,1670
2312,Russian Railways,63,8809
2313,Kazan,62,36773
2314,Republic of Tatarstan,61,31317
2315,Sergei Rachmaninoff,61,43272
2316,Partition Sejm,59,445
2317,Nihilist movement,58,2268
2318,Putinism,55,2843
2319,Grigory Potemkin,55,9097
2320,Masuria,54,5333
2321,Siberia,54,86372
2322,Mikhail Vrubel,54,3005
2324,Russia-1,49,3133
2325,Sakhalin,49,27665
2326,Vladimir Nabokov,49,43181
2327,Bashkortostan,48,12146
2328,ElblÄg,48,4103
2329,Chechen Republic of Ichkeria,47,13680
2330,Marc Chagall,46,39418
2331,Primorsky Krai,45,12236
2332,Alexander Prokhanov,45,738
2333,Rossiya Bank,45,1483
2334,2008 Russian presidential election,43,7
2335,Mikhail Kasyanov,42,2999
2336,Novichok agent,42,45244
2337,Georgi Plekhanov,42,3993
2338,Cinema of Russia,42,5204
2339,Sayfo,41,12
2340,Latvian Soviet Socialist Republic,41,5023
2341,Igor Stravinsky,40,50244
2342,Azerbaijan,40,216443
2343,Volga River,40,37818
2345,Alexy II of Moscow,38,1060
2346,World War I casualties,37,60818
2347,Trotskyism,37,32206
2348,Neo-Stalinism,36,2334
2349,Winter Olympic Games,36,58167
2350,Kola Peninsula,36,12851
2351,Novgorod Oblast,36,3036
2352,Rail transport in Russia,36,3122
2353,Russian National Unity,35,2983
2354,Orthodox Church in Hawaii,35,427
2355,Orlando Figes,35,2805
2356,Port of Novorossiysk,34,1007
2357,Polish areas annexed by Nazi Germany,34,3712
2358,Russian Futurism,33,2800
2359,GOST,32,6687
2360,Lake Baikal,32,70477
2361,Agriculture in Russia,32,5145
2362,Moscow State Institute of International Relations,32,4349
2363,Pravda,32,65298
2364,Saint Petersburg State University,32,8447
2365,Alexander Kerensky,31,22138
2366,Nicholas Roerich,31,8232
2367,Capital punishment in Russia,31,4385
2368,Warsaw Uprising,30,28888
2369,Mikhail Glinka,29,6625
2370,List of Russian monarchs,29,37150
2371,Aleksandr Griboyedov,28,171
2372,Novosibirsk,28,31461
2373,Russo-Turkish War (1787â92),28,988
2374,Patriarch Tikhon of Moscow,27,1663
2376,White-tailed eagle,27,13176
2377,Dissenters' March,27,953
2378,Shanghai Cooperation Organisation,26,79187
2379,Tyutchev,26,56
2380,Sweden,26,355831
2381,Fyodor Tyutchev,26,2215
2382,Socialism,26,148419
2383,Ural Mountains,25,31013
2384,Vikzhel,25,159
2385,Aleksey Pleshcheyev,25,573
2387,War of Laws,25,864
2388,The Moscow Times,24,3469
2389,Dome,24,18628
2390,Soviet ruble,24,9525
2391,Tatar language,24,9824
2392,Stalinist,23,33705
2393,Ilia Chavchavadze,23,1791
2394,Baltic Sea,23,45529
2395,Strategic Rocket Forces,23,9850
2396,Podpolkovnik,23,1990
2397,Ottoman wars in Europe,22,11473
2398,Oder-Neisse line,22,2763
2399,Anton Chekhov,22,56340
2400,2022 Winter Olympics,22,32646
2401,Kazakhs,22,24687
2402,Uzbeks,22,16213
2403,Narodnaya Volya,22,6296
2404,Pan Tadeusz,22,2962
2405,Ufa,22,12202
2406,Kaunas,21,18852
2407,Sigismund III of Poland,21,11550
2408,Yabloko,21,4626
2409,Kronstadt rebellion,21,10810
2410,Soviet Air Force,21,14788
2411,2013 Summer Universiade,21,1450
2412,North Asia,21,13216
2413,Khabarovsk Krai,21,5920
2414,Constitutional Democratic Party,20,3616
2415,Nuclear warfare,20,26513
2416,Christian,20,65469
2417,Anatoly Lunacharsky,20,2647
2418,Berlin,20,179923
2419,Fabian Gottlieb von Bellingshausen,20,2935
2420,Buryat people,20,492
2421,Lithuanian Soviet Socialist Republic (1918â19),20,473
2422,Saratov,20,10797
2423,Declaration of the Rights of the Peoples of Russia,19,635
2424,Cyrillic alphabets,19,28545
2425,Propaganda in the Soviet Union,19,12607
2426,Peredvizhniki,19,3675
2427,Anschluss,19,48863
2428,Sheremetyevo International Airport,19,25183
2429,Lev Avnerovich Leviev,19,3679
2430,Moscow Victory Day Parade,19,1855
2431,Putin-Medvedev tandemocracy,18,5488
2432,Lithuanian language,18,28092
2433,Kronstadt,18,7560
2434,White Ruthenia,18,2193
2435,Swedish Empire,18,22014
2436,France,18,421442
2437,Persia,18,429167
2438,Soviet era,18,7137
2439,ÅÃ³dÅº,18,21784
2440,Stalin's cult of personality,18,6625
2441,DDT (band),18,1978
2442,Lithuanians,17,10735
2443,Mikhail Sholokhov,17,4391
2444,Tambov,17,3639
2445,Closed city,17,17178
2446,Salyut programme,17,3565
2447,Alexander Bogdanov,17,5981
2448,Imperial University of Dorpat,17,112
2449,Patriarch Alexy I of Moscow,17,721
2450,Bashar Al-Assad,17,105933
2451,Composers' Union,17,41
2452,Volgograd,17,46944
2453,Alexander Scriabin,17,12629
2454,"Vladimir, Russia",17,6556
2455,Novogrudok,17,92
2456,Almaty,16,38681
2457,Astana,16,37849
2458,Battle of Gnila Lipa,16,983
2459,WÅadysÅaw IV Vasa,16,19933
2460,Pictures at an Exhibition,16,18282
2461,Naryshkin baroque,16,448
2462,Great Russia,16,1759
2463,Colonized,16,162
2464,Zabaykalsky Krai,16,3401
2465,Nestor Lakoba,16,2287
2466,Gestapo,16,73928
2467,Socialist state,16,24674
2468,Ottoman Army of Islam,16,261
2469,Grodno,16,9251
2470,Henryk Sienkiewicz,16,7545
2471,Livonian campaign of Stephen BÃ¡thory,16,539
2472,Buryatia,16,7479
2473,Bolshoi Theatre,16,12496
2474,Mikhail Tukhachevsky,15,11151
2476,2015 World Aquatics Championships,15,1679
2477,Soviet Air Defence Forces,15,3894
2478,Grammatical gender,15,30222
2479,Moscow Metro,15,23614
2480,Scorched earth,15,27488
2481,Russian police reform,15,623
2482,Double-headed eagle,15,15571
2483,Soviet Navy,15,14495
2484,Pomerania,15,18586
2485,Anatoly Sobchak,15,5119
2486,Government of the Soviet Union,14,7422
2487,Zapovednik,14,1556
2488,Kars Oblast,14,3025
2489,Andrei Tarkovsky,14,33813
2490,Architecture of Austria,14,219497
2491,Balts,14,8487
2492,Bulgaria,14,180554
2493,Stalin and antisemitism,14,5955
2494,Osip Piatnitsky,14,279
2495,Georgy Gapon,14,3572
2496,Leonid Andreyev,14,1866
2497,Novy God,14,807
2498,Maksim Kovalevsky,14,384
2499,Georgians,14,13658
2500,Great Turkish War,14,14648
2501,Ahrar al-Sham,13,7556
2502,List of wars involving Poland,13,4984
2503,FIFA,13,101669
2504,"Cyprian, Metropolitan of Moscow",13,94
2505,Patronym,13,1133
2506,Russian embassies,13,298
2507,European Court of Human Rights,13,19073
2508,Modern era,13,4620
2509,Cosmonautics Day,13,1363
2510,Ivan Paskevich,13,1159
2511,Modern history,13,92084
2512,Baroque,13,73405
2513,Vladimir Lenin All-Union Pioneer Organization,13,3602
2514,Cleveland,12,90488
2515,Virtuti Militari,12,3384
2516,Russian desman,12,1764
2517,Priozersky District,12,288
2518,Hellenes,12,38060
2519,2008 Kosovo declaration of independence,12,6392
2520,Warsaw,12,83315
2521,Batum,12,18326
2522,StanisÅaw LeszczyÅski,12,5928
2523,Vyacheslav Menzhinsky,12,2511
2524,UN Security Council,12,78183
2525,Soviet Union and the United Nations,12,2516
2526,Russian Republic,11,13246
2527,Transcaucasian Socialist Federative Soviet Republic,11,7197
2528,Safavid Iran,11,410
2529,Second language,11,17158
2530,Islam Karimov,11,10028
2531,Mountainous Republic of the Northern Caucasus,11,5372
2532,Mikhail Eisenstein,11,784
2533,Esperanto,11,95363
2534,Barack Obama,11,669673
2535,Batu Khan,11,9695
2536,Iron Curtain,11,63293
2537,Third Rome,11,14707
2538,Solovki prison camp,11,2396
2539,Novodevichy Convent,11,3098
2540,Yuri Neprintsev,11,165
2541,Gniezno,11,3502
2542,Communist International,11,20744
2543,Dmitry Maevsky,11,237
2544,Kuban,11,6386
2545,Submarine,11,62886
2546,Vlad the Impaler,11,132562
2547,State Anthem of the Soviet Union,10,40862
2548,Norway,10,285940
2549,Vladimir Bogoyavlensky,10,372
2550,Capital punishment,10,118572
2551,Interwar period,10,22106
2553,Elizabethan Baroque,10,296
2554,RBMK-1000,10,222
2555,Sochi Autodrom,10,3239
2556,Great Depression,10,218886
2558,Silva Kaputikyan,10,891
2559,Russkaya Pravda,10,1788
2560,Cyprus,10,278139
2561,Matvei Golovinski,10,596
2562,Serbia,10,190944
2563,Enemies of the working class,10,533
2564,Vladimir Gorb,10,143
2565,Stefan Drzewiecki,10,292
2566,Specialist degree,10,4352
2567,Targowica Confederation,10,1833
2568,Pyotr Schmidt,10,328
2569,List of states with nuclear weapons,10,197659
2570,Bashkir language,10,4002
2571,Osip Mandelshtam,10,149
2572,Union of Lublin,10,3455
2573,Shchi,9,4082
2574,KGB,9,96213
2575,Belarusian Greek Catholic Church,9,1373
2576,Political repression in the Soviet Union,9,5065
2577,Military exercises,9,140
2578,Parliament,9,32022
2579,Silvio Berlusconi,9,63596
2580,Euro 2008,9,1063
2581,Heinrich Himmler,9,152043
2582,Tatar invasion,9,38
2583,Prostitution,9,81829
2584,Uralic languages,9,32316
2585,Tatar invasions,9,1137
2586,Atom bomb,9,816
2587,Engels (city),9,434
2588,George Gamow,9,5514
2589,Vladimir Ovchinnikov (painter),9,315
2590,Abkhazians,9,3815
2591,Rurik,9,14498
2592,Multilingualism,9,25566
2593,Sugar beet,9,26860
2594,Okrug,9,2444
2595,Anti-Ballistic Missile Treaty,9,10923
2596,Soviet Union men's national ice hockey team,9,8299
2597,King Carol II of Romania,8,214
2598,Leonid Gaidai,8,1325
2599,Nickel,8,60964
2600,Krisjanis Karins,8,6
2601,Partnership for Peace,8,8879
2602,World War II casualties,8,201963
2603,PuTin (brand),8,169
2604,First All-Union Census of the Soviet Union,8,801
2605,Polish Cipher Bureau,8,922
2606,Forced disappearance,8,13799
2607,Romance-speaking Europe,8,1989
2608,Economy of the Soviet Union,8,22767
2609,Vera Mukhina,8,1321
2610,Grammatical case,8,22430
2611,Hitler,8,768947
2612,San Francisco,8,207547
2613,John II Casimir,8,5723
2614,Mikhail Trufanov,8,117
2615,Russian sturgeon,8,1522
2616,Freudian,8,1886
2617,Armenian SSR,8,3139
2618,Sergei Durov,8,42
2619,Stanislav Belkovsky,8,646
2620,"Donetsk, Russia",8,610
2621,Boniak,8,310
2622,Andrei Zhdanov,8,5133
2623,Mitt Romney,8,78567
2624,Romanian Land Forces,8,4756
2625,Sviatoslav Richter,8,6015
2626,Armenian Soviet Socialist Republic,8,8383
2627,Persecution of Jews,8,14885
2628,BiaÅowieÅ¼a Forest,8,12043
2629,Franz Liszt,7,44554
2630,Fountain,7,11903
2631,Georgy Poltavchenko,7,920
2632,SÅupsk,7,4169
2633,Folk musician,7,94
2634,Jogaila,7,9264
2635,Western world,7,58696
2636,Gurbanguly Berdymukhamedov,7,118
2637,Colonialism,7,60886
2638,Burma,7,284280
2639,Nikolai Yezhov,7,27856
2640,Tiflis Governorate,7,1327
2641,Kaiser,7,16687
2642,Jury trial,7,18357
2643,Paul Avrich,7,1256
2644,Rose Revolution,7,6988
2645,Gotland,7,18222
2646,Special Brew,7,2911
2647,Wehrmacht,7,81046
2648,Religion in Europe,7,16037
2649,International Women's Day,7,36054
2650,W?adys?aw II Jagie??o,7,6565
2651,Nogai Horde,7,3817
2652,Traian BÄsescu,7,4706
2653,Lithuania proper,7,794
2654,Rus' Khaganate,7,4386
2655,Ecumenical Patriarchate of Constantinople,7,8765
2656,Women's rights,7,51950
2657,Azerbaijan Soviet Socialist Republic,7,7135
2658,Moscow River,7,382
2659,Azerbaijani SSR,7,914
2660,Passport system in the Soviet Union,7,2137
2661,Austro-Hungarian Army,7,8920
